dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage,ART,Metadaten,Format,Datum,KGSt
"Stadt Köln: Landtagswahl 2012, Erststimmen",Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,"Landtagswahl 2012, Erststimmen",3570de39-0196-40fa-ac5a-d531602c32be,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:20:35.614969,Köln,https://open.nrw/dataset/landtagswahl-2012-erststimmen-k,,,,,
"Stadt Köln: Landtagswahl 2012, Zweitstimmen",Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,"Landtagswahl 2012, Zweitstimmen",2a102752-65a5-45b5-b9ee-31aa0b62e6ff,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:20:43.134407,Köln,https://open.nrw/dataset/landtagswahl-2012-zweitstimmen-k,,,,,
Stadt Köln: Landtagswahl Koeln 2017,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,"Bei der Landtagswahl werden die Abgeordneten des nordrhein-westfälischen Landtags gewählt. Die Wahl findet am 14. Mai 2017 statt. Wahlberechtigt ist, wer am Wahltag Deutsche oder Deutscher im Sinne des Artikels 116 Absatz 1 des Grundgesetzes ist, das 18. Lebensjahr vollendet hat und mindestens seit dem 16. Tag vor der Wahl in Nordrhein-Westfalen seine Wohnung, bei mehreren Wohnungen seinen Hauptwohnsitz hat oder sich sonst gewöhnlich aufhält und keine Wohnung außerhalb des Landes hat.Die Ergebnisse können bereits am Wahlabend laufend und aktuell in einem standardisierten Format von diesem Web-Server abgerufen werden, z. B. um automatisch weiterverarbeitet zu werden.<br />Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Stadt Köln zur Verfügung:Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläch 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>Nr: Nummer des Wahlbezirks)</li><li>Name: (Bezeichnung des Wahlbezirks)</li><li>MaxSchnellmeldungen: (maximale Anzahl der Schnellmeldungen)</li><li>AnzSchnellmeldungen: (Anzahl der bereits erfassten Schnellmeldungen)</li><li>Wahlberechtigte: (Anzahl der Wahlberechtigten)</li><li>abgegeben: (Anzahl der abgegebenen Stimmzettel)</li><li>Wahlbeteiligung: (Wahlbeteiligungen in den jeweiligen Ansichtsebenen)</li><li>gültigeStimmzettel: (Anzahl der gültig abgegebenen Stimmzettel)</li><li>gültig: (Anzahl der gültig abgegebenen Erststimmen)</li><li>ungültigeStimmzettel: (Anzahl der ungültig abgegebenen Stimmzettel)</li><li>ungültig: (Anzahl der ungültig abgegebenen Erststimmen)</li><li>gültig2: (Anzahl der gültig abgegebenen Zweitstimmen)</li><li>ungültig2: (Anzahl der ungültig abgegebenen Zweitstimmen)</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>A-Partei</li><li>A-Partei_Proz</li><li>Z_A-Partei</li><li>Z_A-Partei_Proz</li></ul>Wahl Ebene Dateiname<br />Landtagswahl Gemeinde Landtagswahl_NRW373.csv<br />Landtagswahl Wahlkreis Landtagswahl_NRW3710.csv<br />Landtagswahl Stadtbezirk Landtagswahl_NRW378.csv<br />Landtagswahl Stadtteil Landtagswahl_NRW3711.csv<br />Landtagswahl Stimmbezirk Landtagswahl_NRW376.csvHTML-Code für das Einbinden einer Mini-Grafik des Gesamtergebnisses in eine Homepage<br />Wahl Html-Code (Muster)<br />Landtagswahl<br />(Erststimme) &lt;iframe src='http://wahlen.stadt-koeln.de/prod/LTW2017/05315000/html5/LandtagswahlErg...' frameborder=0 hspace=0 vspace=0 marginwidth=0 marginheight=0 scrolling=no width=500 height=400 frameborder=0&gt; &lt;/iframe&gt;Landtagswahl<br />(Zweitstimme) &lt;iframe src='http://wahlen.stadt-koeln.de/prod/LTW2017/05315000/html5/LandtagswahlErg...' frameborder=0 hspace=0 vspace=0 marginwidth=0 marginheight=0 scrolling=no width=500 height=400 frameborder=0&gt; &lt;/iframe&gt;",77cdbe9b-4209-4791-83dc-40f278c441f1,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:45:54.087646,Köln,https://open.nrw/dataset/landtagswahl-koeln-2017-k,,,,,
Stadt Köln: Ergebnisse_der_Landtagswahlen_in_Koeln_seit_1947_Prozent,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Ergebnisse der Landtagswahlen in Köln seit 1947 (prozentuale Aufteilung),d968d086-570d-43ff-9ac6-f77f2a03fe6d,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:19:40.008999,Köln,https://open.nrw/dataset/ergebnissederlandtagswahleninkoelnseit1947prozent-k,,,,,
Stadt Köln: Ergebnisse_der_Landtagswahlen_in_Koeln_seit_1947_Zahl,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Ergebnisse der Landtagswahlen in Köln seit 1947 (Aufteilung nach absoluten Zahlen),88e1af47-cb03-42c6-a5a5-488f82a4db24,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:19:47.550531,Köln,https://open.nrw/dataset/ergebnissederlandtagswahleninkoelnseit1947zahl-k,,,,,
Stadt Köln: Ergebnisse_der_Landtagswahlen_in_Koeln_seit_2010_Erststimmen_Prozent,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Ergebnisse der Landtagswahlen in Köln seit 2010 (nach erststimmen und prozentualer Verteilung),c7a62505-7289-4706-81a8-78c7d9300289,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:19:55.042349,Köln,https://open.nrw/dataset/ergebnissederlandtagswahleninkoelnseit2010erststimmenprozent-k,,,,,
Stadt Köln: Ergebnisse_der_Landtagswahlen_in_Koeln_seit_2010_Erststimmen_Zahl,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Ergebnisse der Landtagswahlen in Köln seit 2010 (Nach Erststimmen und der Verteilung nach absoluten Zahlen),2a995206-02fa-4550-836d-c59b5b041810,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:29:54.915728,Köln,https://open.nrw/dataset/ergebnissederlandtagswahleninkoelnseit2010erststimmenzahl-k,,,,,
Stadt Moers: Wahlergebnisse der Landtagswahlen 1980 - 2017 für das Moerser Stadtgebiet,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,"Der Datensatz enthält die Wahlergebnisse der Landtagswahlen 1980-2017 für die Stadt Moers, gegliedert nach Stadtteilen, Ratswahlbezirken und Stimmbezirken.Für die Kommunalwahl 2014 wurde die räumliche Gliederung geändert. Daher wurden bei der Vergleichswahl 2012 die Stimmbezirke angepasst (siehe Variable STIMMBEZ14). Der Stimmbezirk 308.3 wurde in 309.1 umbenannt und umgekehrt. Dies wirkt sich ebenfalls auf den räumlichen Zuschnitt und die Ergebnisse der Ratswahlbezirke 308 und 309 aus (sieheRATSWAHLBEZ14k).Zur kartografischen Darstellung können Shape-Dateien genutzt werden. (https://www.offenesdatenportal.de/dataset/wahlbezirke-der-stadt-moers-gliederung-fur-die-kommunalwahl-2014-shape-dateien)Informationen zur aktuellen Gebietsgliederung finden Sie auf Daten & Fakten unter Räumliche Gliederung. (https://www.moers.de/de/stadtportrait/raeumliche-gliederung-strassenverzeichnisse)",df6e1a19-0747-4597-9a73-c71453a33c81,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Regierung und öffentlicher Sektor,2019-10-24T07:08:14.967869,Stadt Moers,https://open.nrw/dataset/wahlergebnis-der-landtagswahlen-1980-2017-fur-das-moerser-stadtgebiet-odp,,,,,
Stadt Moers: Wahlergebnisse der Landrats- und Kreistagswahlen von 1984 bis 2014 für das Moerser Stadtgebiet,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Der Datensatz enthält die Wahlergebnisse der Landrats- und Kreistagswahlen von 1984 bis 2014 für das Moerser StadtgebietInformationen zur Gebietsgliederung finden Sie auf der [Gebietsgliederung auf der Statistikseite.](https://www.moers.de/de/stadtportrait/wahlbezirke/),eea477f1-1701-4ac2-81da-7f0ba013c1e9,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Regierung und öffentlicher Sektor,2019-10-24T07:07:55.075605,Stadt Moers,https://open.nrw/dataset/wahlergebnis-der-landrats-und-kreistagswahlen-von-1984-bis-2014-fur-das-moerser-stadtgebiet-odp,,,,,
Stadt Köln: Politische Verhältnisse,Wahlen - Wahlergebnis Verbundwahlen,Wahlen,Wahlergebnis Verbundwahlen,"Strukturdaten zum Themenkomplex: 080 – Politische Verhältnisse Es kann in diesem Datensatz nach den folgenden Kriterien recherchiert werden:<ul><li>013 – Bundestagswahl 27.09.2009, Erststimme</li>	<li>014 – Bundestagswahl 27.09.2009, Zweitstimme</li>	<li>031 – Kommunalwahl 30.08.2009 (Ratswahl)</li>	<li>041 – Europawahl 07.06.2009</li>	<li>050 – Landtagswahl 13.05.2012, Erststimme</li>	<li>051 – Landtagswahl 13.05.2012, Zweitstimme</li></ul>",1b807bab-45c7-4171-ba68-699b0f4de195,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:24:08.785529,Köln,https://open.nrw/dataset/politische-verhaeltnisse-k,,,,,
Stadt Köln: Datensaetze Neuauszaehlung Verbundwahl 2014,Wahlen - Wahlergebnis Verbundwahlen,Wahlen,Wahlergebnis Verbundwahlen,"Neuauszählung des Briefwahlbezirkes 20874 - Die einzelnen Dateien werden am 19.05.2015 ab ca. 17:00 Uhr periodisch alle 15 Minuten aktualisiertDie Ergebnisse können bereits am Wahlabend laufend und aktuell in einem standardisierten Format von diesem Web-Server abgerufen werden, z. B. um automatisch weiterverarbeitet zu werden.Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Stadt Köln zur Verfügung:Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>Nr</li>	<li>Name</li>	<li>MaxSchnellmeldungen</li>	<li>AnzSchnellmeldungen</li>	<li>Wahlberechtigte</li>	<li>abgegeben</li>	<li>Wahlbeteiligung</li>	<li>gültigeStimmzettel</li>	<li>gültig</li>	<li>ungültigeStimmzettel</li>	<li>ungültig</li>	<li>gültig2</li>	<li>ungültig2</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>A-Partei</li>	<li>A-Partei_Proz</li>	<li>Z_A-Partei</li>	<li>Z_A-Partei_Proz</li></ul> ",0c92468b-39ef-4540-8837-0ba45e7d3744,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:28:33.362653,Köln,https://open.nrw/dataset/datensaetze-neuauszaehlung-verbundwahl-2014-k,,,,,
Stadt Köln: Datensätze zur Verbundwahl 2014,Wahlen - Wahlergebnis Verbundwahlen,Wahlen,Wahlergebnis Verbundwahlen,"<b>Die einzelnen Dateien werden am 25.05.2014 ab ca. 18:00 Uhr periodisch alle 15 Minuten aktualisiert</b>Die Ergebnisse können bereits am Wahlabend laufend und aktuell in einem standardisierten Format von diesem Web-Server abgerufen werden, z. B. um automatisch weiterverarbeitet zu werden.<br />Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Stadt Köln zur Verfügung: Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>Nr</li>  <li>Name</li>  <li>MaxSchnellmeldungen</li>  <li>AnzSchnellmeldungen</li>  <li>Wahlberechtigte</li>  <li>abgegeben</li>  <li>Wahlbeteiligung</li>  <li>gültigeStimmzettel</li>  <li>gültig</li>  <li>ungültigeStimmzettel</li>  <li>ungültig</li>  <li>gültig2</li>  <li>ungültig2</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>A-Partei</li>  <li>A-Partei_Proz</li>  <li>Z_A-Partei</li>  <li>Z_A-Partei_Proz</li></ul>",b3ecd584-bf02-4888-8d36-65a5331a0f33,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:27:37.742511,Köln,https://open.nrw/dataset/datensaetze-zur-verbundwahl-2014-k,,,,,
Stadt Köln: Strassenverzeichnis Wahlkreise,Wahlen - Wahlkreise,Wahlen,Wahlkreise,Das Straßenverzeichnis (Stand 01.03.2014) verknüpft die Kölner Strassen mit den jeweiligen Stimmbezirken und Wahlkreisen. KW = Kommunalwahl<br />LW = Landtagswahl<br />BW = Bundestagswahl,18501418-165c-4d8e-be20-c723c06a2f20,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:23:43.044414,Köln,https://open.nrw/dataset/strassenverzeichnis-wahlkreise-k,,,,,
Wahlgebietseinteilung Düsseldorf,Wahlen - Wahlkreise,Wahlen,Wahlkreise,"Der Datensatz enthält die Stimmbezirkseinteilung von Düsseldorf.Ein Stimmbezirk ist eine organisatorische Einheit bei politischen Wahlen auf kommunaler Ebene oder bei Landtagswahlen. Zur Durchführung der Wahl unterteilt der Oberbürgermeister die Landtagswahlkreise / Kommunalwahlbezirke in Stimmbezirke. Jedem Stimmbezirk ist jeweils ein Wahlraum und ein Wahlvorstand zugeordnet.Hinweis: Bei Europa- und Bundestagswahlen lautet die Bezeichnung ""Wahlbezirk"". Beide Begriffe meinen ein und dasselbe.Weitere Informationen zu Begrifflichkeiten aus dem Bereich 'Wahlen' finden Sie im Wahl-ABC der interaktiven Lernplattform für Wahlhelferinnen und Wahlhelfer der Stadt Düsseldorf.",8711f7ae-9e3a-40c0-91e9-7f784898d025,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:16:28.324154,Düsseldorf,https://open.nrw/dataset/wahlgebietseinteilung-duesseldorf-stimmbezirkseinteilung-d,,,,,
Stadt Köln: Stimmbezirk,Wahlen - Wahlkreise,Wahlen,Wahlkreise,"Stimmbezirke zur Bundestagswahl im KMZ-Format Grundlage für alle Wahlen bilden die Stimmbezirke als “kleinste” wahlorganisatorische Einheiten, basierend auf der Anzahl der Einwohner. Je nach Wahl werden die Stimmbezirke zu Wahlkreisen (Bundestags- und Landtagswahl) bzw. Wahlbezirken (Kommunalwahl) zusammengefaßt. Stimmbezirke sind eindeutig einem Stadtteil zugeordnet. Umgekehrt enthält jeder Stadtteil flächendeckend Stimmbezirke. Die Fläche des Rheins ist keinem Stimmbezirk zugeordnet. In Köln gibt es zur Zeit 800 Stimmbezirke.",fb5baa02-b0bf-4685-a850-ff5c4e24aeeb,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:23:51.208479,Köln,https://open.nrw/dataset/stimmbezirk-k,,,,,
Stadt Köln: Bundestagswahlkreis,Wahlen - Wahlkreise,Wahlen,Wahlkreise,"Wahlkreise zur Bundestagswahl im KMZ-Format Das Stadtgebiet von Köln deckt 4 Bundestagswahlkreise ab. Der Bundestagswahlkreis ist die wahlorganisatorische Einheit, in der bei der Bundestagswahl die Direktkandidaten gewählt werden",91b750e2-f75e-446e-aea1-153930af6e73,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:24:00.108411,Köln,https://open.nrw/dataset/bundestagswahlkreis-k,,,,,
Stadt Köln: Kommunalwahlbezirke,Wahlen - Wahlkreise,Wahlen,Wahlkreise,Kommunalwahlbezirke in Köln als Shape und KMZ Datei mit ergänzender Metadaten Beschreibung.,4d668216-8a7e-4381-a8a2-c2891f716dbc,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:25:30.898877,Köln,https://open.nrw/dataset/kommunalwahlbezirke-k,,,,,
Stadt Köln: Landtagswahlkreis,Wahlen - Wahlkreise,Wahlen,Wahlkreise,Landtagswahlkreise in Köln als Shape und KMZ Datei mit ergänzender Metadaten Beschreibung.,d7c7dcb5-c0f2-4af2-af1a-1d102639aa94,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:25:39.749098,Köln,https://open.nrw/dataset/landtagswahlkreis-k,,,,,
"Stadt Moers: Wahlbezirke der Stadt Moers nach Kreistagswahl, Ratswahl- und Stimmbezirken für die Kommunalwahl 2009.",Wahlen - Wahlkreise,Wahlen,Wahlkreise,"Der Datensatz enthält die räumliche Gliederung der Stadt Moers nach Kreistagswahl, Ratswahl- und Stimmbezirken für die Kommunalwahl 2009.",fe9d2532-8b07-4c2a-a1d7-59bad678760b,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Regierung und öffentlicher Sektor,2019-10-24T06:30:28.249933,Stadt Moers,https://open.nrw/dataset/der-datensatz-enthalt-die-raumliche-gliederung-der-stadt-moers-nach-kreistagswahl-ratswahl-odp,,,,,
Stadt Moers: Wahlbezirke der Stadt Moers. Gliederung für die Kommunalwahl 2014 (Shape-Dateien),Wahlen - Wahlkreise,Wahlen,Wahlkreise,"Der Datensatz enthält die räumliche Gliederung der Stadt Moers nach Kreistagswahl, Ratswahl- und Stimmbezirken für die Kommunalwahl 2014.",bf43143f-cea6-4f5c-85d5-1ae430e35b69,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Regierung und öffentlicher Sektor,2019-10-24T07:07:09.033277,Stadt Moers,https://open.nrw/dataset/wahlbezirke-der-stadt-moers-gliederung-fur-die-kommunalwahl-2014-shape-dateien-odp,,,,,
Stadt Bonn: Standorte der Wahllokale,Wahlen - Wahllokale,Wahlen,Wahllokale,"Der Datensatz liefert als API die Standorte der Wahllokale, nach Stimmbezirken sortiert, in Bonn. Die API enthält den Wahllokalnamen und die Adresse.",4233727a-d408-4e63-87e1-553dc468852b,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:22:47.279274,Bonn,https://open.nrw/dataset/standorte-der-wahllokale-bn,,,,,
Wahllokale Düsseldorf Landtagswahl,Wahlen - Wahllokale,Wahlen,Wahllokale,"Der Datensatz enthält die Standorte der Wahllokale zur Landtagswahl am 14. Mai 2017 in Düsseldorf.Entsprechende Datensätze enthalten Informationen über die Ergebnisse der Landtagswahl NRW 2012 und der Landtagswahl NRW 2017, sowie über die Stimmbezirkseinteilung.Die Datei ""Wahllokale_LW_2017.csv"" enthält folgende Spalteninformationen:<ul><li>Stimmbezirk: Nummer des Stimmbezirks</li>	<li>Name: Gebäudename</li>	<li>Raumbezeichnung: Raumnummer des Stimmbezirks</li>	<li>Strassenschlüssel: Nummer des Straßenschlüssels</li>	<li>Strassennamen: Anschrift des Stimmbezirks</li>	<li>Barrierefrei: J: ja; N:nein</li>	<li>PLZ: Postleitzahl</li>	<li>Stadtteil: Name des Stadtteils</li>	<li>KommB: Nummer des Kommunalwahlbezirks</li>	<li>KommB_Name: Name des Kommunalwahlbezirks</li></ul>ANMERKUNGIn den KML- und GEOJSON-Dateien sind die gleichen Informationen enthalten, bedingt durch das Datenformat aber in anderer Aufgliederung.",172ef727-b299-4be1-ac8a-86ad2b3fad41,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:15:28.409306,Düsseldorf,https://open.nrw/dataset/wahllokale-duesseldorf-landtagswahl-d,,,,,
