dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage
Sozialversicherungspflichtig Beschäftigte in Düsseldorf,Bevölkerung - Arbeit,Bevölkerung,Arbeit,"Der Datensatz enthält die Anzahl der sozialversicherungspflichtig Beschäftigten am Wohnort in den Stadtbezirken und Stadtteilen nach ausgewählten Merkmalen seit 2013.Sozialversicherungspflichtig Beschäftigte sind alle Arbeitnehmerinnen und Arbeitnehmer einschließlich der zu ihrer Berufsausbildung Beschäftigten, die kranken-, renten-, pflegeversicherungspflichtig und/oder beitragspflichtig nach dem Recht der Arbeitsförderung sind oder für die von Arbeitgebern Beitragsanteile nach dem Recht der Arbeitsförderung zu entrichten sind.Nicht zu sozialversicherungspflichtig Beschäftigen zählen Beamtinnen und Beamte, Selbstständige, mithelfende Familienangehörige, Berufs- und Zeitsoldatinnen und –soldaten sowie Wehr- und Zivildienstleistende.Mehrfachbeschäftigte, die gleichzeitig zwei oder mehr versicherungspflichtigen Beschäftigungen nachgehen, werden nur nach den Merkmalen der zuletzt aufgenommenen Beschäftigung erfasst.Ab 01.01.1990 kam es zu einer Grenzverschiebung zwischen den Stadtteilen Eller und Lierenfeld.2014 wurde der Bereich Knittkuhl von Hubbelrath abgespalten und bildet seitdem einen eigenen StadtteilDie Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf insgesamt seit 2013“ enthält folgende Spalteninformationen:<ul><li>Jahr: Erhebungsjahr</li>	<li>Düsseldorf insgesamt: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf insgesamt in den Stadtbezirken seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf insgesamt in den Stadtteilen seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtteilnummer: Nummer des Stadtteils</li>	<li>Stadtteil: Name des Stadtteils</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte Frauen in Düsseldorf seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte Frauen in Düsseldorf in den Stadtbezirken seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte Frauen in Düsseldorf in den Stadtteilen seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtteilnummer: Nummer des Stadtteils</li>	<li>Stadtteil: Name des Stadtteils</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte Ausländerinnen und Ausländer in Düsseldorf seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte Ausländerinnen und Ausländer in Düsseldorf in den Stadtbezirken seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte Ausländerinnen und Ausländer in Düsseldorf in den Stadtteilen seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtteilnummer: Nummer des Stadtteils</li>	<li>Stadtteil: Name des Stadtteils</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter unter 25 seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter unter 25 in den Stadtbezirken seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter unter 25 in den Stadtteilen seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtteilnummer: Nummer des Stadtteils</li>	<li>Stadtteil: Name des Stadtteils</li>	<li>2013 – 2017: Anzahl der Beschäftigten</li></ul> Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter 55 bis unter 65 seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2016: Anzahl der Beschäftigten</li></ul>Nach 2016 liegen für die Altersgruppe der 55- bis unter 65-jährigen keine Angaben mehr vor.Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter 55 bis unter 65 in den Stadtbezirken seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>2013 – 2016: Anzahl der Beschäftigten</li></ul>Nach 2016 liegen für die Altersgruppe der 55- bis unter 65-jährigen keine Angaben mehr vor.Die Datei „Sozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter 55 bis unter 65 in den Stadtteilen seit 2013“ enthält folgende Spalteninformationen:<ul><li>Stadtteilnummer: Nummer des Stadtteils</li>	<li>Stadtteil: Name des Stadtteils</li>	<li>2013 – 2016: Anzahl der Beschäftigten</li></ul>Nach 2016 liegen für die Altersgruppe der 55- bis unter 65-jährigen keine Angaben mehr vor.",ea175591-0e9d-49db-9ab3-4c6a8f78c521,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Bevölkerung und Gesellschaft,,Düsseldorf,https://open.nrw/dataset/sozialversicherungspflichtig-beschaeftigte-duesseldorf-d
Arbeitslose in den Sozialräumen Düsseldorf,Bevölkerung - Arbeit,Bevölkerung,Arbeit,"Der Datensatz enthält Zahlen zu den Arbeitslosen in Düsseldorf auf Ebene der Sozialräume.Die gesamte Fortschreibung der Sozialräumlichen Gliederung steht auf den Seiten des Amtes für Statistik und Wahlen als PDF zum Download bereit.Die „Sozialräumliche Gliederung“ unterteilt das gesamte Düsseldorfer Stadtgebiet in 179 kleinere Raumeinheiten, deren Zuschnitt sowohl von soziodemographischen, als auch von siedlungsstrukturellen und die Wohnsituation betreffenden Merkmalen abhängt. Somit bilden die Sozialräume stärker das unmittelbare Wohnumfeld von Menschen ab, als dies bei administrativen Raumeinheiten wie beispielsweise den 50 Stadtteilen der Fall ist. Der Begriff Sozialraum kann im allgemeinen Sinne synonym mit Quartier oder Lebensraum verwendet werden.Innerhalb der Stadtverwaltung wird dieses Instrument von nahezu allen Fachämtern und Fachbereichen, welche ihren Fokus auf soziale Strukturen im Quartier richten, als Bezugs- und Planungsgrundlage verwendet. Darüber hinaus eignet sich diese Raumebene für analytische Zwecke unterschiedlichster Fragestellungen.Hinweise:Falls nicht anders angegeben, beziehen sich die Daten auf den 31.12.2016.Mögliche Abweichungen der dargestellten Daten von anderen Veröffentlichungen sind entweder methodisch bedingt oder beruhen auf unterschiedlichen Stichtagsregelungen. Die Einwohnerbezugszahlen aus dem Verfahren MigraPro weichen aus verfahrenstechnischen Gründen geringfügig von denen des Einwohnermelderegisters ab.Im Allgemeinen ist ohne Rücksicht auf die Endsumme auf- bzw. abgerundet worden. Aus diesem Grund können sich bei der Summierung von Einzelangaben die Endsummen auf über oder unter 100% belaufen.x = eine Zahlenangabe kann aus sachlogischen Gründen nicht in Frage kommen oder ist nicht sinnvoll. Der Sozialraum 0718 zum Beispiel umfasst das Gelände der ehemaligen Glashütte in Gerresheim. Hier entsteht zurzeit ein neues Wohngebiet.. = Zahlenwert ist unbekannt bzw. kann aus bestimmten, z.B. technischen Gründen oder aus Geheimhaltungsgründen, nicht angegeben werden  - = Zahlenwert ist genau Null (nichts vorhanden)Quelle: Statistik der Bundesagentur für Arbeit, eigene Berechnungen",5531303c-457a-4d7a-897b-dad9133b90bc,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Bevölkerung und Gesellschaft,,Düsseldorf,https://open.nrw/dataset/arbeitslose-den-sozialraeumen-duesseldorf-d
Stadt Köln: Arbeitsmarkt Statistik Koeln,Bevölkerung - Arbeit,Bevölkerung,Arbeit,,b487d971-5219-4b7c-9739-61d699246b78,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Köln,https://open.nrw/dataset/nan
Stadt Köln: Beschäftigte und Arbeitslose,Bevölkerung - Arbeit,Bevölkerung,Arbeit,,6caaf82e-8a0a-418f-94ef-0822378c0fbc,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Köln,https://open.nrw/dataset/nan
Bedarfsgemeinschaften in den Sozialräumen Düsseldorf,Bevölkerung - Bedarfsgemeinschaften,Bevölkerung,Bedarfsgemeinschaften,"Der Datensatz enthält Zahlen zu den Bedarfsgemeinschaften nach SGB II auf Basis der Sozialräume von Düsseldorf.Die gesamte Fortschreibung der Sozialräumliche Gliederung steht auf den Seiten des Amtes für Statistik und Wahlen als PDF zum Download bereit.Die „Sozialräumliche Gliederung“ unterteilt das gesamte Düsseldorfer Stadtgebiet in 179 kleinere Raumeinheiten, deren Zuschnitt sowohl von soziodemographischen, als auch von siedlungsstrukturellen und die Wohnsituation betreffenden Merkmalen abhängt. Somit bilden die Sozialräume stärker das unmittelbare Wohnumfeld von Menschen ab, als dies bei administrativen Raumeinheiten wie beispielsweise den 50 Stadtteilen der Fall ist. Der Begriff Sozialraum kann im allgemeinen Sinne synonym mit Quartier oder Lebensraum verwendet werden.Innerhalb der Stadtverwaltung wird dieses Instrument von nahezu allen Fachämtern und Fachbereichen, welche ihren Fokus auf soziale Strukturen im Quartier richten, als Bezugs- und Planungsgrundlage verwendet. Darüber hinaus eignet sich diese Raumebene für analytische Zwecke unterschiedlichster Fragestellungen.In einem eigenen Datensatz finden sich Geoinformationen zu den Sozialraumgrenzen von Düsseldorf.Die Dateien enthalten folgende Spalteninformationen:<ul><li>Stadtbezirk: Nummer des Stadtbezirks</li>	<li>Sozialraum: Nummer des Sozialraums</li>	<li>*Personen in Bedarfsgemeinschaften nach SGB II insgesamt: Gesamtzahl der Personen in Bedarfsgemeinschaften nach SGB II</li>	<li>*Personen in Bedarfsgemeinschaften nach SGB II unter 18 Jahren: Anzahl der Personen in Bedarfsgemeinschaften nach SGB II, die jünger als 18 Jahre sind</li>	<li>*Personen in Bedarfsgemeinschaften nach SGB II 18 - 65 Jahren: Anzahl der Personen in Bedarfsgemeinschaften nach SGB II, die 18 bis 65 Jahre alt sind</li>	<li>*Ausländerinnen/Ausländer in Bedarfsgemeinschaften nach SGB II: Anzahl der ausländischen Personen in Bedarfsgemeinschaften nach SGB II</li>	<li>*Bedarfsgemeinschaften insgesamt: Gesamtzahl der Bedarfsgemeinschaften</li>	<li>*Bedarfsgemeinschaften mit Kindern: Zahl der Bedarfsgemeinschaften mit Kindern</li></ul>Die dateien mit den Gesamtzahlen enthalten folgende Spalteninformationen:<ul><li>Kategorien: Personen in Bedarfsgemeinschaften nach Alter</li>	<li>Gesamtzahlen für Düsseldorf: Anzahl der Personen in Bedarfsgemeinschaften insgesamt</li></ul>Die Kategorien sind oben mit * gekennzeichnet.Hinweise:Falls nicht anders angegeben, beziehen sich die Daten auf den 31.12.2016.Die Datei mit den Gesamtzahlen kann in einzelnen Spalten höhere Werte ausweisen, als die Summe in der Datei mit den Zahlen für die einzelnen Sozialräume ergeben würde. Dies erklärt sich aus der Tatsache, dass bei der Auflistung der Zahlen für die Sozialräume einige Felder aus Gründen des Datenschutzes nicht gefüllt sind.Mögliche Abweichungen der dargestellten Daten von anderen Veröffentlichungen sind entweder methodisch bedingt oder beruhen auf unterschiedlichen Stichtagsregelungen. Die Einwohnerbezugszahlen aus dem Verfahren MigraPro weichen aus verfahrenstechnischen Gründen geringfügig von denen des Einwohnermelderegisters ab.Im Allgemeinen ist ohne Rücksicht auf die Endsumme auf- bzw. abgerundet worden. Aus diesem Grund können sich bei der Summierung von Einzelangaben die Endsummen auf über oder unter 100% belaufen.x = eine Zahlenangabe kann aus sachlogischen Gründen nicht in Frage kommen oder ist nicht sinnvoll. Der Sozialraum 0718 zum Beispiel umfasst das Gelände der ehemaligen Glashütte in Gerresheim. Hier entsteht zurzeit ein neues Wohngebiet.. = Zahlenwert ist unbekannt bzw. kann aus bestimmten, z.B. technischen Gründen oder aus Geheimhaltungsgründen, nicht angegeben werden  - = Zahlenwert ist genau Null (nichts vorhanden) ",4d2a615e-31bd-4a53-bd98-f0c121172fe7,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Bevölkerung und Gesellschaft,,Düsseldorf,https://open.nrw/dataset/bedarfsgemeinschaften-den-sozialraeumen-duesseldorf-d
Bedarfsgemeinschaften in den Wohnquartieren Düsseldorf,Bevölkerung - Bedarfsgemeinschaften,Bevölkerung,Bedarfsgemeinschaften,"Der Datensatz enthält die Gesamtzahl der Bedarfsgemeinschaften und die Zahl der Bedarfsgemeinschaften mit Kindern aus der kleinräumigen Wohnungsmarktbeobachtung in Düsseldorf seit 2014.Auf Basis von neu abgegrenzten Wohnquartieren ermöglicht die kleinräumige Wohnungsmarktbeobachtung eine detaillierte, räumliche Analyse des Status-Quo auf dem Wohnungsmarkt. Sie umfasst Daten seit dem Jahr 2014 und wird jährlich fortgeschrieben.<br /><br />Jedes Wohnquartier ist einem Wohnquartierstypen zugeordnet. Diese Typen leiten sich aus der Bautypologie und dem Baualter sowie den unterschiedlichen Flächennutzungen ab. Die Wohnquartiere charakterisieren damit die unterschiedlichen, kleinräumigen Teilmärkte in Düsseldorf.In eigenen Datensätzen finden Sie Geoinformationen zu den Wohnquartiergrenzen und Schlüsseltabellen zu den Wohnquartieren.Das interaktive Angebot zu den Daten finden Sie auf der Seite des Amtes für Statistik und Wahlen unter:  https://www.duesseldorf.de/statistik-und-wahlen/statistik-und-stadtforschung/analysen/wohnungsmarktbeobachtung.htmlHier werden auch Begriffserläuterungen und die Datensammlung zur Wohnungsmarktbeobachtung in den Dateiformaten PDF und XLS angeboten.Die Dateien zu den Bedarfsgemeinschaften in den Wohnquartieren von Düsseldorf enthalten folgende Spalteninformationen:<ul><li>Wohnquartier: Nummer des Quartiers  </li>	<li>Bedarfsgemeinschaften insgesamt: Gesamtzahl der Bedarfsgemeinschaften</li>	<li>Bedarfsgemeinschaften mit Kindern: Zahl der Bedarfsgemeinschaften mit Kindern</li></ul>Anmerkung:Die Zuordnung der Stadtteile zu den Wohnquartieren ergibt sich aus der Quartiersnummerierung. Die ersten beiden Stellen ergeben den Stadtbezirk und den Stadtteil. Die anschließenden Ziffern geben die dann fortlaufende Nummerierung der Wohnquartiere an. ",f3c86ca8-102c-4993-8757-710b47ea537a,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Bevölkerung und Gesellschaft,,Düsseldorf,https://open.nrw/dataset/bedarfsgemeinschaften-den-wohnquartieren-duesseldorf-d
Stadt Köln: Einwohner nach Altersgruppen,Bevölkerung - Demografie,Bevölkerung,Demografie,,fdeb99c8-8640-4539-b342-2eeaf06eefc9,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Köln,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Altersstruktur (13 Gruppen) 2011,Bevölkerung - Demografie,Bevölkerung,Demografie,,882ad223-a09f-4fa8-8908-27e928167050,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Altersstruktur (13 Gruppen) 2012,Bevölkerung - Demografie,Bevölkerung,Demografie,,5248438f-eb4d-4fbb-adcb-fbb5aabdc85a,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
D06 Einwohner nach Alter und Staatsangehörigkeit Kerpen,Bevölkerung - Demografie,Bevölkerung,Demografie,Anzahl der Einwohner einer Kommune unterteilt nach Alter und Staatsangehörikeit zu einem Stichtag,8fb07f3b-dcd2-4ac7-9614-6ddc9c6f4106,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Kerpen,https://open.nrw/dataset/d06-einwohner-nach-alter-und-staatsangehoerigkeit-kerpen-rer
Stadt Köln: Einwohner Durchschnittsalter,Bevölkerung - Demografie,Bevölkerung,Demografie,,1cfa61fe-dc24-4c90-98c5-abcd658f6223,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Köln,https://open.nrw/dataset/nan
Stadt Bonn: Bevölkerungsentwicklung,Bevölkerung - Demografie,Bevölkerung,Demografie,,942f12f0-8689-4e58-9648-77f8e4c3c8c2,http://dcat-ap.de/def/licenses/cc-zero,Bevölkerung und Gesellschaft,,Bonn,https://open.nrw/dataset/nan
Stadt Bonn: Bevölkerungsstatistik,Bevölkerung - Demografie,Bevölkerung,Demografie,,7124f706-6c6a-4a10-8eea-61429430d671,http://dcat-ap.de/def/licenses/cc-zero,Bevölkerung und Gesellschaft,,Bonn,https://open.nrw/dataset/nan
D08 Familien nach Größe Kerpen,Bevölkerung - Demografie,Bevölkerung,Demografie,"Anzahl&nbsp;Familien nach&nbsp;Familiengröße von 1 Mitglied bis 15 Mitglieder pro Familie bezogen auf die Ortsteile und der gesamten Kommune zu einem Stichtag.&nbsp;Erläuterungen zu den Daten:<ul>	<li>Kinder sind Personen im alter von 0-17 Jahren, sie bilden mit ihren Eltern eine Familie</li>	<li>	Ab dem 18 Lebensjahr gehören Kinder nichtmehr der Familie an, sondern bilden Ihre eigene Familie	</li>	<li>	Sofern Kinder Kinder bekommen, lösen sie sich von Ihrer Familie und bilden mit ihren Kindern ihre eigene Familie	</li></ul>",0414d400-2f37-42e6-b7e5-d91fb2fd41ba,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Kerpen,https://open.nrw/dataset/d08-familien-nach-groesse-kerpen-rer
D07 Familien mit Anzahl Kinder Kerpen,Bevölkerung - Demografie,Bevölkerung,Demografie,"Anzahl&nbsp;Familien nach Unterteilung 1 Kind bis 15 Kinder pro Familie bezogen auf die Ortsteile und der gesamten Kommune zu einem Stichtag.&nbsp;Erläuterungen zu den Daten:<ul>	<li>Kinder sind Personen im alter von 0-17 Jahren, sie bilden mit ihren Eltern eine Familie</li>	<li>	Ab dem 18 Lebensjahr gehören Kinder nichtmehr der Familie an, sondern bilden Ihre eigene Familie	</li>	<li>	Sofern Kinder Kinder bekommen, lösen sie sich von Ihrer Familie und bilden mit ihren Kindern ihre eigene Familie	</li></ul>",c8573052-0600-432c-8cb0-0e8b4a51a241,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Kerpen,https://open.nrw/dataset/d07-familien-mit-anzahl-kinder-kerpen-rer
Stadt Köln: Weibliche Einwohner,Bevölkerung - Demografie,Bevölkerung,Demografie,,d1b09095-2c28-4a55-b27c-b597d6d599fe,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Köln,https://open.nrw/dataset/nan
Stadt Moers: Frauenanteil in den Sozialatlasbezirken nach Altersstruktur (7 Gruppen) 2011,Bevölkerung - Demografie,Bevölkerung,Demografie,,2de04a74-aa58-4b46-bc3b-ad20ef1c1c3e,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
Stadt Moers: Frauenanteil in den Sozialatlasbezirken nach Altersstruktur (7 Gruppen) 2012,Bevölkerung - Demografie,Bevölkerung,Demografie,,9daa63f6-5e71-43a8-a652-f13bc6d596bb,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Geschlecht 2011,Bevölkerung - Demografie,Bevölkerung,Demografie,,2c987135-7823-409b-9445-367c69dc15d7,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Geschlecht 2012,Bevölkerung - Demografie,Bevölkerung,Demografie,,f2d6ed5e-f62c-4101-94fb-059bd19f6ddf,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
D02 Änderung Familienstände eines Jahres Kerpen,Bevölkerung - Demografie,Bevölkerung,Demografie,Zahlen zu Veränderungen der Familienstände.Folgende Änderungen sind aufgelistet:<ul>	<li>Aufhebung einer Lebenspartnerschaft</li>	<li>Begründung einer Lebenspartnerschaft</li>	<li>Ehescheidung</li>	<li>Eheschließung</li>	<li>Tod des Ehegatten</li>	<li>Tod des Lebenspartners</li></ul>,76ac8610-911a-404c-ac90-e71ebcd81cd1,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Kerpen,https://open.nrw/dataset/d02-aenderung-familienstaende-eines-jahres-kerpen-rer
"D13 Archivdaten Geburten, Sterbefälle, Eheschließungen Stadt Kerpen",Bevölkerung - Demografie,Bevölkerung,Demografie,"Namentliche Auflistung von Geburten, Sterbefälle und Eheschließungen mit Datum und Urkundennummer. Nach Paragraph §5 des Personenstandsgesetzes (PStG) können nach den angegebenen Fristen (Geburtenregister 110 Jahre, Eheregister 80 Jahre und Sterberegister 30 Jahre) Daten zu den beurkundeten Registereinträgen veröffentlicht werden.Desweiteren wird eine Jahresstatistik aller Register bereitgestellt.",34da5b13-67f2-420a-9637-642b122f4d4b,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Kerpen,https://open.nrw/dataset/d13-archivdaten-geburten-sterbefaelle-eheschliessungen-stadt-kerpen-rer
Stadt Köln: Einwohner nach Familienstand,Bevölkerung - Demografie,Bevölkerung,Demografie,,3ff531a8-8e67-4903-b9bc-66bef0f0e037,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Köln,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Familienstand 2011,Bevölkerung - Demografie,Bevölkerung,Demografie,,dbaf9bb7-bc28-479b-b51e-731fc1dbf236,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Familienstand 2012,Bevölkerung - Demografie,Bevölkerung,Demografie,,583e2480-6821-4c11-803e-26134228ff8c,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Familienstand und Altersgruppen 2011,Bevölkerung - Demografie,Bevölkerung,Demografie,,f114960d-da8f-4360-8cac-acbd1e5d6a95,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
Stadt Moers: Bevölkerung in den Sozialatlasbezirken nach Familienstand und Altersgruppen 2012,Bevölkerung - Demografie,Bevölkerung,Demografie,,8622c161-8bbb-47aa-b88b-2eadb34d3f72,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,,Stadt Moers,https://open.nrw/dataset/nan
D27 Statistiken Standesamt Siegburg 2009,Bevölkerung - Demografie,Bevölkerung,Demografie,,d43fbfa0-63bb-40c8-8de7-8c5edfd50898,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,,Kerpen,https://open.nrw/dataset/nan
